"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"6262e6286a34782ee50abad7","0c2a11f3-559c-4e93-9824-b1faba48f270","PHYSICAL","supplements","inflammacore-2nrf2-mw7ja","EPA/DHA","<p class="""">Essential co-factor for neurotransmitter synthesis!</p><p class="""">This product is a high-concentration fish oil sourced from waters off the Chilean coast. As the world’s least industrialized coastline, these cold, fresh waters provide the cleanest, most sustainable source of fish in the world. This product provides 820 mg of eicosapentaenoic acid (EPA), docosahexaenoic acid (DHA) and docosapentaenoic acid (DPA) per soft gel as re-esterified triglycerides, the preferred form with superior absorption. Vitamin E (as mixed tocopherols) and rosemary extract are used to ensure maximum purity and freshness. This exclusive fish oil is purified, vacuum-distilled and independently tested to ensure heavy metals, pesticides and polychlorinated biphenyls (PCBs) are removed to undetectable levels. Extensive research has shown that EPA, DHA and DPA from fish oil enhance cardiovascular health, promote better brain function, and support healthy skin, joints and connective tissues. With over 10,000 published studies in the last three decades, EPA and DHA from fish oil are among the most researched natural ingredients available and have a long history of safety and efficacy.</p><p class="""">120 Count Bottle, Serving Suggestion: 1 capsule</p>","SQ6252883","","","","","","","","","","","","","54.50","0.00","No","Unlimited","/cognitive-enhancement, /cellular-function","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1667234324307-MQADSQ007TXB6VNOS7IX/EPA%3ADHA.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1667234393860-08NN87VJ4IWI1ZS0RDM2/Screen+Shot+2022-10-31+at+10.39.22+AM.png"
"6262e679b0c2492960def42a","73ec4da8-31e4-40ed-8da0-e760ca6539cf","PHYSICAL","supplements","inflammacore-2nrf2-mw7ja-sl9h3","Memory Pro","<p class="""">Comprehensive memory support formula; with lutein/zeaxanthin and soy-free<sup>‡</sup></p><ul data-rte-list=""default""><li><p class="""">Promotes neural health, cognitive function and memory<sup>‡</sup></p></li><li><p class="""">Supports vascular integrity<sup>‡</sup></p></li><li><p class="""">Promotes relaxation<sup>‡</sup></p></li><li><p class="""">Contains soy-free phosphatidylserine</p></li><li><p class="""">Made with high-quality vegan ingredients backed by verifiable science</p></li></ul><p class="""">Suggested Use:  As a dietary supplement, take 3 capsules daily, with or between meals, or as directed by a health professional.</p>","SQ0968072","Size","180 Count","","","","","","","","","","","106.00","0.00","No","Unlimited","/cognitive-enhancement","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1685119504590-KDHX1FQ70R8NV7MA288J/memoryPro.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1661355860422-NJE07U2IDYN321DSRJP0/MemoryProSuppFact.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1661355939618-SDF9TWWFMJN7CO7M0ZMO/memory-pro-90-s-mep29.jpeg https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1661355929548-C8IIRVZGCSVY8VHNH9YD/MemoryPro90Caps.png"
"","931e66c0-6644-4b97-8c79-b15a1162e22b","","","","","","SQ3695944","Size","90 Count","","","","","","","","","","","53.50","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"6262e6e06d60394babcebdd0","e6721571-4525-475c-a9be-4c10d596e192","PHYSICAL","supplements","inflammacore-2nrf2-mw7ja-sl9h3-66hze","Best-Rest Formula - 60 count","<p class="""">Promotes the onset of sleep as well as sleep quality<sup>‡</sup></p><ul data-rte-list=""default""><li><p class="""">Supports natural relaxation of the nervous system<sup>‡</sup></p></li><li><p class="""">Made with flower extracts and other natural ingredients</p></li><li><p class="""">Made with high-quality vegan ingredients backed by verifiable science</p></li></ul><p class="""">Best-Rest Formula supports healthy sleep cycles by encouraging an easy transition to sleep and a restful night's sleep. The supplement contains passionflower, chamomile, lemon balm and hops, which calm and relax the central nervous system.<sup>‡</sup></p>","SQ0206044","","","","","","","","","","","","","31.95","0.00","No","2","/sleep-support","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1685119346426-LOTDX37B3L171EVUNBM2/bestRest.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1661277533755-PDMO6GG46MPV4HVDM2GE/Best-Rest+Formula.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1661277513868-FGQI3HRGSAUEF8JA65V4/Supplement+Facts.png"
"6262e75d14d4e81d7634490f","7d3d4de1-51a2-4872-abbb-d4fa8def4882","PHYSICAL","supplements","inflammacore-s38hk-ehhda-nwtwm","G.I. Detox™+ Zeolite, Charcoal & Herbal Formula","<h3>GENTLE FULL-SPECTRUM BINDER*</h3><p class="""">The binding activity of G.I. Detox+<sup>™</sup> is an essential part of any treatment strategy that includes removal. As Biocidin works on biofilms and microbes, mobilizing LPS, metals, mycotoxins, and unwanted microbial byproducts, G.I. Detox<sup>™</sup>+ binds and clears, ensuring comfort and compliance.* Microorganisms balanced. Biofilms dismantled. Detoxification done right.</p><p class="""">G.I. Detox<sup>™</sup>+ is formulated to provide broader activity than a single-ingredient product.* Zeolite clay, activated charcoal, and silica, plus apple pectin, humic powder, and aloe vera. Binding and detoxification agents long used in traditional medicine and supported by modern research.</p>","SQ5121048","","","","","","","","","","","","","40.00","0.00","No","4","/gut-health","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1685119311535-Q3LTDI5OWE4C072GWXY1/GiDetox.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1650649023844-4LCT8W24ASI2GMKHSCZJ/Screen+Shot+2022-04-22+at+10.36.37+AM.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1650649022567-QQJS7K8O491ZVGUGLJMV/Screen+Shot+2022-04-22+at+10.36.47+AM.png"
"62bb5172a03e5d2e4655155b","c2a82d17-ac9b-412a-a3e6-d60196f5a1da","PHYSICAL","supplements","the-res-supplement-package","The Residential Supplement Package","<p class="""">Continue the Residential Program supplement package after you leave and receive a 10% savings compared to purchasing them separately.</p><p class="""">Includes: (MitoCore 60 Count) , Cognitive Aminos (120 Count), NeuroCalm (60 Count), MemoryPro (90 Count), CogniMag (120 Count), L-Tryptophan (90 Count), EPA/DHA (90 Count), and Inflammacore*.</p><p class="""">*Also available without Inflammacore</p>","SQ1514733","Flavor","Vanilla Chai Inflammacore","","","","","","","","","","","404.99","0.00","No","Unlimited","/packages","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1659308779176-P4X68H2VY2ZDMSW4PJSI/A665D931-C578-4B4C-BD0B-D3CE9BF71C8F.JPG https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1661356688951-UF05LHNXIHSCSK4NR60O/DSC06342.JPG https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1656442409839-NPRREIAO5G8MLZ9PKEQ1/Screen+Shot+2022-06-28+at+11.53.07+AM.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1656442302018-QBQEAHY7EKZ22KZJM8VJ/Screen+Shot+2022-06-28+at+11.51.29+AM.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1656442114246-76LJMPEK7QFR8NJ0DCFS/Screen+Shot+2022-06-28+at+11.48.26+AM.png"
"","f849d65c-db19-4ec5-a04b-e7113675c32e","","","","","","SQ1617531","Flavor","Chocolate Mint Inflammacore","","","","","","","","","","","404.99","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d723f6a2-9816-450b-bd9a-18a7c32581d6","","","","","","SQ1180161","Flavor","Strawberry Inflammacore","","","","","","","","","","","404.99","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d5933aaf-e69a-443f-a1d4-8041309318c3","","","","","","SQ0280192","Flavor","No inflammacore","","","","","","","","","","","331.35","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"63064413fbc3860a010699bf","39377a12-6c8c-46da-a77e-33979862f30f","PHYSICAL","supplements","neurocalm","NeuroCalm","<p class=""""><span style=""color:#232427"">NeuroCalm™ is designed to promote the activity of gamma-aminobutyric acid (GABA) and serotonin, which may help support healthy moods, cravings, and feelings of calm, satiety, and satisfaction.* NeuroCalm™ contains PharmaGABA®, a form of GABA naturally manufactured through a fermentation process, which is considered more effective than chemically produced synthetic forms. Support for the production of calming neurotransmitters is also provided by L-theanine and taurine. </span></p><p class=""""><span style=""color:#232427""><strong>Recommended Use: Take 2 capsules per day or as directed by your health-care practitioner.</strong></span></p><p class=""""><span style=""color:#232427"">GLUTEN FREE- DAIRY FREE -SOY FREE -NON-GMO -VEGAN</span></p>","SQ8954373","","","","","","","","","","","","","56.00","0.00","No","Unlimited","/stress-reduction","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1685119641740-EHRYNVBOEGUX76SH68FL/NeuroCalm.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1661355308976-VOYZU8QWPGD4DKFQGZQL/neuclm-8-sf.jpeg"
"631104ace56c842f06eef175","2935dac3-19e0-418c-ad5b-57bb3d293c44","PHYSICAL","supplements","dopaboost","DopaBoost","<p class=""""><span style=""color: rgb(35, 36, 39)"">DopaBoost™ is designed to support the body’s natural production of dopamine, one of the body’s primary catecholamines. Dopamine is essential for the normal functioning of the central nervous system, and it is associated with attention, learning, movement, balance, and mood regulation.* The primary ingredient in DopaBoost™ is </span><em>Mucuna pruriens</em><span style=""color: rgb(35, 36, 39)"">, a botanical that naturally contains L-Dopa, the metabolic precursor to dopamine, which can cross the blood-brain barrier. Additional ingredients include epigallocatechin gallate (EGCg), acetyl-L-tyrosine, quercetin, and vitamin B6, all selected for their synergistic roles in the production and regulation of dopamine.*</span></p><p class="""">Suggested Use: <span style=""color: rgb(35, 36, 39)"">Take 2 capsules per day or as directed by your health-care practitioner.</span></p><p class=""""></p><p class=""""><span style=""color: rgb(35, 36, 39)"">*</span><strong>* These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.</strong></p>","SQ6469366","","","","","","","","","","","","","35.26","0.00","No","Unlimited","/cognitive-enhancement","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1685119462396-X9WFVB0NUP4VULSIECXR/dopaBoost.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1662059712630-7FTGVXVKHVMTZGHG4Q7U/Screen+Shot+2022-09-01+at+1.14.36+PM.png"
"63123b7f6eb2507c28ccea61","b389ca7e-6f63-4601-bc64-7432056d5b8e","PHYSICAL","supplements","liposomal-nmn-synergy","Liposomal NMN Synergy","<p class="""">Liposomal NMN Synergy™ is a potent formula containing 50 mg of nicotinamide mononucleotide (NMN) and 50 mg of trimethylglycine (TMG) per serving to support healthy aging and cellular function.* NMN is a direct and stable precursor to nicotinamide adenine dinucleotide (NAD+), a widely studied coenzyme present in all living cells and critical for energy production, DNA repair, and cell survival. TMG is a methyl donor that supports the action of NMN. Liposomal NMN Synergy™ is the only NAD+ precursor using liposome delivery for enhanced bioavailability.</p><p class=""""><strong>Recommended Use: </strong>Take 1 mL (approximately 2 pumps) and hold in mouth for 30 seconds before swallowing or as directed by your health-care practitioner. Take on an empty stomach at least 10 minutes before meals. May be stirred into a small amount of water.</p><p class=""""><strong>* These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.</strong></p><p class=""""><strong>GLUTEN FREEDAIRY FREEVEGETARIANNON-GMOVEGAN</strong></p>","SQ3335435","","","","","","","","","","","","","62.66","0.00","No","Unlimited","/cellular-function","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1685119232372-RT4M5TMBYPNITP65RD5N/lipsomalSynergy.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1662139362129-1BZH3T8XFL112IXJH035/Screen+Shot+2022-09-02+at+11.20.37+AM.png"
"63123c88902046695e25c15f","6279fbe3-a0f0-416b-8ccf-d8a9f1ee92f9","PHYSICAL","supplements","liposomal-glutathione","Liposomal Glutathione","<p class="""">Liposomal Glutathione provides 100 mg of reduced glutathione in each 1 mL serving (approximately 2 pumps). This product is formulated using liposomal technology, which results in superior delivery, absorption, and bioavailability. Liposomal delivery bypasses proteolytic degradation in the gastrointestinal (GI) tract and is uniquely effective for reaching and interacting with target tissues. Thus, this technology helps to overcome the absorption challenges typically faced with oral glutathione supplementation. Glutathione is one of the most powerful antioxidants produced by the body. It helps protect cells against oxidative stress from dietary and environmental free radicals, and those resulting from normal metabolic processes.* Glutathione protects vulnerable DNA from damage, while also serving as a key factor in proper detoxification.* Liposomal Glutathione is offered in a lemon-peppermint–flavored formulation.</p><p class=""""><strong>Recommended Use: </strong>Take 1 mL (approximately 2 pumps) and hold in mouth for 30 seconds before swallowing or as directed by your health-care practitioner.</p><p class=""""><strong>* These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.</strong></p><p class=""""><strong>GLUTEN FREEDAIRY FREEVEGETARIANNON-GMOVEGAN</strong></p>","SQ1250496","","","","","","","","","","","","","44.50","0.00","No","Unlimited","/cellular-function","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1685119266189-59DD2TBGGUO94ZBCY8SX/lipsomalGlutathione.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1662139705826-JW20I8WZOX3Z19N2PUUH/Screen+Shot+2022-09-02+at+11.28.04+AM.png"
"635c44fbcb17ea3a16d7ccb1","1ec21f28-0867-4102-98a2-005a75e81aff","PHYSICAL","supplements","calm-and-focus","Calm and Focus","<p class="""">Our Calm and Focus blend was formulated to provide quick relief of stress related symptoms.  Calm and Focus can be taken in preparation of or during a stressful event to help with reduce anxiety, restlessness, and improve focus without causing drowsiness.  This blend provides cognitive support in the form of neuron regulation for proper neurotransmitter reception.</p><p class=""""><strong>Suggested Use: </strong><span style=""color: rgb(33, 37, 41)"">2 full droppers (about 2 mL) two to three times per day or as recommended by your health care professional.</span></p>","SQ4370812","","","","","","","","","","","","","29.90","0.00","No","1","/stress-reduction, /cognitive-enhancement","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1666992195338-FIR55E7AU6NSW71T48W2/CalmandFocus.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1666992282901-HXJNWFOGD4KCDUL900WL/Screen+Shot+2022-10-28+at+3.24.31+PM.png"
"635c4fbe12bd91691dd5d80e","0c0ee555-b3b7-422a-88a6-afe4ad861ab5","PHYSICAL","supplements","5-htp","5-HTP","<p class=""""><span style=""color: rgb(112, 112, 112)"">5-hydroxytryptophan (5-HTP) is a precursor to serotonin, a brain neurotransmitter associated with the feeling of joy, hope, and overall happiness.  Depression can be caused by low serotonin levels, using 5-HTP can help your body to produce more serotonin to improve mood and sleep cycles.   Our body’s natural levels of 5-HTP drop when exposed to chronic stress and unhealthy diet habits; supplementation of 5-HTP is recommend for most adults.</span></p><p class=""""><span style=""color: rgb(112, 112, 112)"">Suggested Use: One capsule per day unless instructed by your healthcare professional.</span></p>","SQ6823104","","","","","","","","","","","","","49.90","0.00","No","Unlimited","/cognitive-enhancement","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1666994461528-KWZ17LC60XQOSR3GWMC8/5htp.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1666994471993-54U8ATHFASUEJBRXI6M5/Screen+Shot+2022-10-28+at+4.00.59+PM.png"
"635ff1d21b1cbe5140953cff","872849cb-3d48-4b10-ae9c-37b706ff2859","PHYSICAL","supplements","dopa-builder","Dopa Builder","<p class="""">Dopa Builder is formulated to support a positive mental outlook and a relaxed, focused state. It includes amino acid precursors and bioactive nutrients that support healthy levels of neurotransmitters such as gamma-aminobutyric acid (GABA), serotonin, dopamine, norepinephrine and epinephrine. Maintaining adequate neurotransmitter production is vital for regulating mood, appetite, memory, focus, energy levels and a healthy sleep cycle.</p>","SQ7798299","","","","","","","","","","","","","39.70","0.00","No","Unlimited","/cognitive-enhancement","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1667233890837-B9NZHLKAVFVW8E2MXQ8R/DopaBuilder.png https://images.squarespace-cdn.com/content/v1/6217d6799a1a843e9f038002/1667233919102-809HF15S8KFTXKQMH5O9/Screen+Shot+2022-10-31+at+10.31.47+AM.png"
